"","release_month","avg_success"
"1",9,0.238429994141769
"2",3,0.221869040050858
"3",2,0.217030896759608
"4",10,0.204329004329004
"5",8,0.201793721973094
"6",11,0.193451260820474
"7",6,0.169925826028321
"8",4,0.169303797468354
"9",5,0.167979002624672
"10",1,0.159574468085106
"11",7,0.156302521008403
"12",12,0.128239202657807
